                               Labor Force Data by County, 2022 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN3109500000000   31     095   Jefferson County, NE                              2022         4,186        4,111         75      1.8
CN3109700000000   31     097   Johnson County, NE                                2022         2,013        1,960         53      2.6
CN3109900000000   31     099   Kearney County, NE                                2022         3,731        3,667         64      1.7
CN3110100000000   31     101   Keith County, NE                                  2022         4,674        4,593         81      1.7
CN3110300000000   31     103   Keya Paha County, NE                              2022           548          537         11      2.0
CN3110500000000   31     105   Kimball County, NE                                2022         1,950        1,916         34      1.7
CN3110700000000   31     107   Knox County, NE                                   2022         4,668        4,570         98      2.1
CN3110900000000   31     109   Lancaster County, NE                              2022       179,486      175,851      3,635      2.0
CN3111100000000   31     111   Lincoln County, NE                                2022        18,408       18,031        377      2.0
CN3111300000000   31     113   Logan County, NE                                  2022           483          473         10      2.1
CN3111500000000   31     115   Loup County, NE                                   2022           410          400         10      2.4
CN3111700000000   31     117   McPherson County, NE                              2022           434          427          7      1.6
CN3111900000000   31     119   Madison County, NE                                2022        19,881       19,492        389      2.0
CN3112100000000   31     121   Merrick County, NE                                2022         4,195        4,119         76      1.8
CN3112300000000   31     123   Morrill County, NE                                2022         2,660        2,608         52      2.0
CN3112500000000   31     125   Nance County, NE                                  2022         1,960        1,923         37      1.9
CN3112700000000   31     127   Nemaha County, NE                                 2022         3,611        3,532         79      2.2
CN3112900000000   31     129   Nuckolls County, NE                               2022         2,488        2,438         50      2.0
CN3113100000000   31     131   Otoe County, NE                                   2022         8,549        8,368        181      2.1
CN3113300000000   31     133   Pawnee County, NE                                 2022         1,492        1,462         30      2.0
CN3113500000000   31     135   Perkins County, NE                                2022         1,858        1,829         29      1.6
CN3113700000000   31     137   Phelps County, NE                                 2022         5,006        4,915         91      1.8
CN3113900000000   31     139   Pierce County, NE                                 2022         4,213        4,137         76      1.8
CN3114100000000   31     141   Platte County, NE                                 2022        18,436       18,079        357      1.9
CN3114300000000   31     143   Polk County, NE                                   2022         2,925        2,871         54      1.8
CN3114500000000   31     145   Red Willow County, NE                             2022         5,925        5,816        109      1.8
CN3114700000000   31     147   Richardson County, NE                             2022         4,158        4,077         81      1.9
CN3114900000000   31     149   Rock County, NE                                   2022           898          884         14      1.6
CN3115100000000   31     151   Saline County, NE                                 2022         7,211        7,041        170      2.4
CN3115300000000   31     153   Sarpy County, NE                                  2022        98,999       96,926      2,073      2.1
CN3115500000000   31     155   Saunders County, NE                               2022        11,493       11,272        221      1.9
CN3115700000000   31     157   Scotts Bluff County, NE                           2022        17,973       17,540        433      2.4
CN3115900000000   31     159   Seward County, NE                                 2022         8,874        8,693        181      2.0
CN3116100000000   31     161   Sheridan County, NE                               2022         2,781        2,729         52      1.9
CN3116300000000   31     163   Sherman County, NE                                2022         1,654        1,620         34      2.1
CN3116500000000   31     165   Sioux County, NE                                  2022           768          754         14      1.8
CN3116700000000   31     167   Stanton County, NE                                2022         3,567        3,500         67      1.9
CN3116900000000   31     169   Thayer County, NE                                 2022         2,706        2,658         48      1.8
CN3117100000000   31     171   Thomas County, NE                                 2022           456          445         11      2.4
CN3117300000000   31     173   Thurston County, NE                               2022         3,237        3,136        101      3.1
CN3117500000000   31     175   Valley County, NE                                 2022         2,111        2,068         43      2.0
CN3117700000000   31     177   Washington County, NE                             2022        11,412       11,185        227      2.0
CN3117900000000   31     179   Wayne County, NE                                  2022         5,725        5,611        114      2.0
CN3118100000000   31     181   Webster County, NE                                2022         1,673        1,635         38      2.3
CN3118300000000   31     183   Wheeler County, NE                                2022           560          552          8      1.4
CN3118500000000   31     185   York County, NE                                   2022         7,418        7,272        146      2.0
CN3200100000000   32     001   Churchill County, NV                              2022        10,951       10,571        380      3.5
CN3200300000000   32     003   Clark County, NV                                  2022     1,150,663    1,083,926     66,737      5.8
CN3200500000000   32     005   Douglas County, NV                                2022        22,290       21,431        859      3.9
CN3200700000000   32     007   Elko County, NV                                   2022        25,746       24,942        804      3.1
CN3200900000000   32     009   Esmeralda County, NV                              2022           414          400         14      3.4
CN3201100000000   32     011   Eureka County, NV                                 2022         1,006          978         28      2.8
CN3201300000000   32     013   Humboldt County, NV                               2022         7,832        7,583        249      3.2
CN3201500000000   32     015   Lander County, NV                                 2022         3,038        2,939         99      3.3
CN3201700000000   32     017   Lincoln County, NV                                2022         2,049        1,971         78      3.8
CN3201900000000   32     019   Lyon County, NV                                   2022        23,568       22,454      1,114      4.7
CN3202100000000   32     021   Mineral County, NV                                2022         1,667        1,589         78      4.7
CN3202300000000   32     023   Nye County, NV                                    2022        17,750       16,779        971      5.5
CN3202700000000   32     027   Pershing County, NV                               2022         2,501        2,414         87      3.5
CN3202900000000   32     029   Storey County, NV                                 2022         2,088        2,007         81      3.9
CN3203100000000   32     031   Washoe County, NV                                 2022       256,315      247,689      8,626      3.4
CN3203300000000   32     033   White Pine County, NV                             2022         4,512        4,379        133      2.9
CN3251000000000   32     510   Carson City, NV                                   2022        25,216       24,243        973      3.9
CN3300100000000   33     001   Belknap County, NH                                2022        30,876       30,170        706      2.3
CN3300300000000   33     003   Carroll County, NH                                2022        23,222       22,674        548      2.4
CN3300500000000   33     005   Cheshire County, NH                               2022        39,128       38,171        957      2.4
CN3300700000000   33     007   Coos County, NH                                   2022        14,249       13,815        434      3.0
CN3300900000000   33     009   Grafton County, NH                                2022        48,551       47,531      1,020      2.1
CN3301100000000   33     011   Hillsborough County, NH                           2022       239,052      233,468      5,584      2.3
CN3301300000000   33     013   Merrimack County, NH                              2022        82,076       80,383      1,693      2.1
CN3301500000000   33     015   Rockingham County, NH                             2022       187,161      182,773      4,388      2.3
CN3301700000000   33     017   Strafford County, NH                              2022        73,343       71,801      1,542      2.1
CN3301900000000   33     019   Sullivan County, NH                               2022        22,675       22,190        485      2.1
CN3400100000000   34     001   Atlantic County, NJ                               2022       122,428      115,832      6,596      5.4
CN3400300000000   34     003   Bergen County, NJ                                 2022       504,861      487,201     17,660      3.5
CN3400500000000   34     005   Burlington County, NJ                             2022       246,708      238,085      8,623      3.5
CN3400700000000   34     007   Camden County, NJ                                 2022       269,575      258,219     11,356      4.2
CN3400900000000   34     009   Cape May County, NJ                               2022        47,265       44,058      3,207      6.8
CN3401100000000   34     011   Cumberland County, NJ                             2022        69,010       65,338      3,672      5.3
CN3401300000000   34     013   Essex County, NJ                                  2022       388,290      369,991     18,299      4.7
CN3401500000000   34     015   Gloucester County, NJ                             2022       160,615      154,432      6,183      3.8
CN3401700000000   34     017   Hudson County, NJ                                 2022       377,810      363,504     14,306      3.8
CN3401900000000   34     019   Hunterdon County, NJ                              2022        68,058       65,989      2,069      3.0
CN3402100000000   34     021   Mercer County, NJ                                 2022       215,471      208,265      7,206      3.3
CN3402300000000   34     023   Middlesex County, NJ                              2022       462,334      446,142     16,192      3.5
CN3402500000000   34     025   Monmouth County, NJ                               2022       347,680      335,679     12,001      3.5
CN3402700000000   34     027   Morris County, NJ                                 2022       268,634      260,117      8,517      3.2
CN3402900000000   34     029   Ocean County, NJ                                  2022       298,173      286,624     11,549      3.9
CN3403100000000   34     031   Passaic County, NJ                                2022       253,380      241,287     12,093      4.8
CN3403300000000   34     033   Salem County, NJ                                  2022        30,632       29,159      1,473      4.8
CN3403500000000   34     035   Somerset County, NJ                               2022       179,197      173,376      5,821      3.2
CN3403700000000   34     037   Sussex County, NJ                                 2022        77,614       74,621      2,993      3.9
CN3403900000000   34     039   Union County, NJ                                  2022       289,422      277,712     11,710      4.0
CN3404100000000   34     041   Warren County, NJ                                 2022        59,058       56,933      2,125      3.6
CN3500100000000   35     001   Bernalillo County, NM                             2022       338,098      325,772     12,326      3.6
CN3500300000000   35     003   Catron County, NM                                 2022         1,201        1,142         59      4.9
CN3500500000000   35     005   Chaves County, NM                                 2022        27,534       26,348      1,186      4.3
CN3500600000000   35     006   Cibola County, NM                                 2022         8,215        7,762        453      5.5
CN3500700000000   35     007   Colfax County, NM                                 2022         5,335        5,125        210      3.9
CN3500900000000   35     009   Curry County, NM                                  2022        22,276       21,551        725      3.3
CN3501100000000   35     011   De Baca County, NM                                2022           724          699         25      3.5
CN3501300000000   35     013   Dona Ana County, NM                               2022        99,295       94,887      4,408      4.4
CN3501500000000   35     015   Eddy County, NM                                   2022        31,250       30,199      1,051      3.4
CN3501700000000   35     017   Grant County, NM                                  2022        11,589       11,108        481      4.2
CN3501900000000   35     019   Guadalupe County, NM                              2022         1,442        1,360         82      5.7
CN3502100000000   35     021   Harding County, NM                                2022           281          271         10      3.6
CN3502300000000   35     023   Hidalgo County, NM                                2022         1,894        1,829         65      3.4
CN3502500000000   35     025   Lea County, NM                                    2022        29,141       27,846      1,295      4.4
CN3502700000000   35     027   Lincoln County, NM                                2022         8,846        8,487        359      4.1
CN3502800000000   35     028   Los Alamos County, NM                             2022        10,579       10,345        234      2.2
CN3502900000000   35     029   Luna County, NM                                   2022         9,845        8,861        984     10.0
CN3503100000000   35     031   McKinley County, NM                               2022        22,516       21,210      1,306      5.8
CN3503300000000   35     033   Mora County, NM                                   2022         1,937        1,829        108      5.6
CN3503500000000   35     035   Otero County, NM                                  2022        25,081       24,031      1,050      4.2
CN3503700000000   35     037   Quay County, NM                                   2022         2,989        2,859        130      4.3
CN3503900000000   35     039   Rio Arriba County, NM                             2022        16,453       15,729        724      4.4
CN3504100000000   35     041   Roosevelt County, NM                              2022         7,825        7,522        303      3.9
CN3504300000000   35     043   Sandoval County, NM                               2022        68,101       65,497      2,604      3.8
CN3504500000000   35     045   San Juan County, NM                               2022        49,438       47,141      2,297      4.6
CN3504700000000   35     047   San Miguel County, NM                             2022        10,308        9,794        514      5.0
CN3504900000000   35     049   Santa Fe County, NM                               2022        72,251       69,627      2,624      3.6
CN3505100000000   35     051   Sierra County, NM                                 2022         3,941        3,705        236      6.0
CN3505300000000   35     053   Socorro County, NM                                2022         6,083        5,817        266      4.4
CN3505500000000   35     055   Taos County, NM                                   2022        14,745       14,016        729      4.9
CN3505700000000   35     057   Torrance County, NM                               2022         5,505        5,209        296      5.4
CN3505900000000   35     059   Union County, NM                                  2022         1,575        1,529         46      2.9
CN3506100000000   35     061   Valencia County, NM                               2022        31,119       29,772      1,347      4.3
CN3600100000000   36     001   Albany County, NY                                 2022       158,683      153,760      4,923      3.1
CN3600300000000   36     003   Allegany County, NY                               2022        19,028       18,242        786      4.1
CN3600500000000   36     005   Bronx County, NY                                  2022       603,376      555,806     47,570      7.9
CN3600700000000   36     007   Broome County, NY                                 2022        82,021       78,855      3,166      3.9
CN3600900000000   36     009   Cattaraugus County, NY                            2022        32,681       31,333      1,348      4.1
CN3601100000000   36     011   Cayuga County, NY                                 2022        35,353       34,112      1,241      3.5
CN3601300000000   36     013   Chautauqua County, NY                             2022        52,852       50,751      2,101      4.0
CN3601500000000   36     015   Chemung County, NY                                2022        34,610       33,313      1,297      3.7
CN3601700000000   36     017   Chenango County, NY                               2022        21,798       21,068        730      3.3
CN3601900000000   36     019   Clinton County, NY                                2022        35,509       34,304      1,205      3.4
CN3602100000000   36     021   Columbia County, NY                               2022        30,401       29,549        852      2.8
CN3602300000000   36     023   Cortland County, NY                               2022        22,551       21,678        873      3.9
CN3602500000000   36     025   Delaware County, NY                               2022        18,419       17,726        693      3.8
CN3602700000000   36     027   Dutchess County, NY                               2022       145,356      140,829      4,527      3.1
CN3602900000000   36     029   Erie County, NY                                   2022       443,121      426,888     16,233      3.7
CN3603100000000   36     031   Essex County, NY                                  2022        16,539       15,937        602      3.6
CN3603300000000   36     033   Franklin County, NY                               2022        18,876       18,184        692      3.7
CN3603500000000   36     035   Fulton County, NY                                 2022        22,353       21,450        903      4.0
CN3603700000000   36     037   Genesee County, NY                                2022        29,566       28,621        945      3.2
CN3603900000000   36     039   Greene County, NY                                 2022        20,246       19,516        730      3.6
CN3604100000000   36     041   Hamilton County, NY                               2022         2,186        2,090         96      4.4
CN3604300000000   36     043   Herkimer County, NY                               2022        27,340       26,251      1,089      4.0
CN3604500000000   36     045   Jefferson County, NY                              2022        43,990       42,182      1,808      4.1
CN3604700000000   36     047   Kings County, NY                                  2022     1,207,908    1,136,159     71,749      5.9
CN3604900000000   36     049   Lewis County, NY                                  2022        11,650       11,175        475      4.1
CN3605100000000   36     051   Livingston County, NY                             2022        30,200       29,184      1,016      3.4
CN3605300000000   36     053   Madison County, NY                                2022        32,611       31,484      1,127      3.5
CN3605500000000   36     055   Monroe County, NY                                 2022       363,686      350,887     12,799      3.5
CN3605700000000   36     057   Montgomery County, NY                             2022        22,175       21,259        916      4.1
CN3605900000000   36     059   Nassau County, NY                                 2022       727,435      706,044     21,391      2.9
CN3606100000000   36     061   New York County, NY                               2022       918,234      875,652     42,582      4.6
CN3606300000000   36     063   Niagara County, NY                                2022        97,827       94,010      3,817      3.9
CN3606500000000   36     065   Oneida County, NY                                 2022       100,071       96,450      3,621      3.6
CN3606700000000   36     067   Onondaga County, NY                               2022       222,271      214,753      7,518      3.4
CN3606900000000   36     069   Ontario County, NY                                2022        55,665       53,924      1,741      3.1
CN3607100000000   36     071   Orange County, NY                                 2022       190,509      184,299      6,210      3.3
CN3607300000000   36     073   Orleans County, NY                                2022        17,104       16,447        657      3.8
CN3607500000000   36     075   Oswego County, NY                                 2022        52,456       50,279      2,177      4.2
CN3607700000000   36     077   Otsego County, NY                                 2022        26,941       25,991        950      3.5
CN3607900000000   36     079   Putnam County, NY                                 2022        51,592       50,049      1,543      3.0
CN3608100000000   36     081   Queens County, NY                                 2022     1,140,072    1,079,845     60,227      5.3
CN3608300000000   36     083   Rensselaer County, NY                             2022        81,856       79,295      2,561      3.1
CN3608500000000   36     085   Richmond County, NY                               2022       226,890      214,276     12,614      5.6
CN3608700000000   36     087   Rockland County, NY                               2022       159,358      154,732      4,626      2.9
CN3608900000000   36     089   St. Lawrence County, NY                           2022        42,695       40,894      1,801      4.2
CN3609100000000   36     091   Saratoga County, NY                               2022       121,104      117,811      3,293      2.7
CN3609300000000   36     093   Schenectady County, NY                            2022        77,582       74,955      2,627      3.4
CN3609500000000   36     095   Schoharie County, NY                              2022        14,718       14,173        545      3.7
CN3609700000000   36     097   Schuyler County, NY                               2022         8,029        7,727        302      3.8
CN3609900000000   36     099   Seneca County, NY                                 2022        14,771       14,284        487      3.3
CN3610100000000   36     101   Steuben County, NY                                2022        41,212       39,687      1,525      3.7
CN3610300000000   36     103   Suffolk County, NY                                2022       798,630      773,162     25,468      3.2
CN3610500000000   36     105   Sullivan County, NY                               2022        37,348       36,103      1,245      3.3
CN3610700000000   36     107   Tioga County, NY                                  2022        22,181       21,452        729      3.3
CN3610900000000   36     109   Tompkins County, NY                               2022        49,504       48,089      1,415      2.9
CN3611100000000   36     111   Ulster County, NY                                 2022        87,437       84,618      2,819      3.2
CN3611300000000   36     113   Warren County, NY                                 2022        31,078       29,981      1,097      3.5
CN3611500000000   36     115   Washington County, NY                             2022        27,367       26,460        907      3.3
CN3611700000000   36     117   Wayne County, NY                                  2022        43,303       41,886      1,417      3.3
CN3611900000000   36     119   Westchester County, NY                            2022       496,415      480,605     15,810      3.2
CN3612100000000   36     121   Wyoming County, NY                                2022        17,419       16,796        623      3.6
CN3612300000000   36     123   Yates County, NY                                  2022        11,619       11,270        349      3.0
CN3700100000000   37     001   Alamance County, NC                               2022        83,565       80,446      3,119      3.7
CN3700300000000   37     003   Alexander County, NC                              2022        17,930       17,347        583      3.3
CN3700500000000   37     005   Alleghany County, NC                              2022         4,462        4,284        178      4.0
CN3700700000000   37     007   Anson County, NC                                  2022        10,244        9,791        453      4.4
CN3700900000000   37     009   Ashe County, NC                                   2022        12,885       12,444        441      3.4
CN3701100000000   37     011   Avery County, NC                                  2022         7,681        7,427        254      3.3
CN3701300000000   37     013   Beaufort County, NC                               2022        19,716       18,923        793      4.0
CN3701500000000   37     015   Bertie County, NC                                 2022         7,163        6,811        352      4.9
CN3701700000000   37     017   Bladen County, NC                                 2022        14,544       13,907        637      4.4
CN3701900000000   37     019   Brunswick County, NC                              2022        57,142       54,444      2,698      4.7
CN3702100000000   37     021   Buncombe County, NC                               2022       142,267      138,014      4,253      3.0
CN3702300000000   37     023   Burke County, NC                                  2022        40,681       39,260      1,421      3.5
CN3702500000000   37     025   Cabarrus County, NC                               2022       116,084      112,114      3,970      3.4
CN3702700000000   37     027   Caldwell County, NC                               2022        36,235       34,920      1,315      3.6
CN3702900000000   37     029   Camden County, NC                                 2022         4,694        4,514        180      3.8
CN3703100000000   37     031   Carteret County, NC                               2022        32,165       31,037      1,128      3.5
CN3703300000000   37     033   Caswell County, NC                                2022         9,630        9,237        393      4.1
CN3703500000000   37     035   Catawba County, NC                                2022        79,114       76,349      2,765      3.5
CN3703700000000   37     037   Chatham County, NC                                2022        37,442       36,273      1,169      3.1
CN3703900000000   37     039   Cherokee County, NC                               2022        11,100       10,648        452      4.1
CN3704100000000   37     041   Chowan County, NC                                 2022         5,798        5,563        235      4.1
CN3704300000000   37     043   Clay County, NC                                   2022         4,190        4,022        168      4.0
CN3704500000000   37     045   Cleveland County, NC                              2022        49,037       47,129      1,908      3.9
CN3704700000000   37     047   Columbus County, NC                               2022        23,539       22,522      1,017      4.3
CN3704900000000   37     049   Craven County, NC                                 2022        42,075       40,508      1,567      3.7
CN3705100000000   37     051   Cumberland County, NC                             2022       127,611      121,003      6,608      5.2
CN3705300000000   37     053   Currituck County, NC                              2022        14,704       14,187        517      3.5
CN3705500000000   37     055   Dare County, NC                                   2022        19,999       19,129        870      4.4
CN3705700000000   37     057   Davidson County, NC                               2022        81,375       78,484      2,891      3.6
CN3705900000000   37     059   Davie County, NC                                  2022        20,745       20,035        710      3.4
CN3706100000000   37     061   Duplin County, NC                                 2022        24,833       23,919        914      3.7
CN3706300000000   37     063   Durham County, NC                                 2022       179,018      173,285      5,733      3.2
CN3706500000000   37     065   Edgecombe County, NC                              2022        20,203       18,862      1,341      6.6
CN3706700000000   37     067   Forsyth County, NC                                2022       188,496      181,410      7,086      3.8
CN3706900000000   37     069   Franklin County, NC                               2022        33,999       32,749      1,250      3.7
CN3707100000000   37     071   Gaston County, NC                                 2022       114,695      110,438      4,257      3.7
CN3707300000000   37     073   Gates County, NC                                  2022         5,128        4,947        181      3.5
CN3707500000000   37     075   Graham County, NC                                 2022         2,953        2,793        160      5.4
CN3707700000000   37     077   Granville County, NC                              2022        30,234       29,262        972      3.2
CN3707900000000   37     079   Greene County, NC                                 2022         9,554        9,241        313      3.3
CN3708100000000   37     081   Guilford County, NC                               2022       259,951      249,172     10,779      4.1
CN3708300000000   37     083   Halifax County, NC                                2022        19,215       18,119      1,096      5.7
CN3708500000000   37     085   Harnett County, NC                                2022        54,989       52,711      2,278      4.1
CN3708700000000   37     087   Haywood County, NC                                2022        30,256       29,282        974      3.2
CN3708900000000   37     089   Henderson County, NC                              2022        55,624       53,850      1,774      3.2
CN3709100000000   37     091   Hertford County, NC                               2022         8,554        8,112        442      5.2
CN3709300000000   37     093   Hoke County, NC                                   2022        20,266       19,258      1,008      5.0
CN3709500000000   37     095   Hyde County, NC                                   2022         1,770        1,668        102      5.8
CN3709700000000   37     097   Iredell County, NC                                2022        94,619       91,385      3,234      3.4
CN3709900000000   37     099   Jackson County, NC                                2022        19,756       18,984        772      3.9
CN3710100000000   37     101   Johnston County, NC                               2022       108,034      104,427      3,607      3.3
CN3710300000000   37     103   Jones County, NC                                  2022         4,310        4,161        149      3.5
CN3710500000000   37     105   Lee County, NC                                    2022        26,030       24,922      1,108      4.3
CN3710700000000   37     107   Lenoir County, NC                                 2022        27,614       26,587      1,027      3.7
CN3710900000000   37     109   Lincoln County, NC                                2022        46,385       44,910      1,475      3.2
CN3711100000000   37     111   McDowell County, NC                               2022        20,251       19,540        711      3.5
CN3711300000000   37     113   Macon County, NC                                  2022        15,986       15,424        562      3.5
CN3711500000000   37     115   Madison County, NC                                2022        10,099        9,751        348      3.4
CN3711700000000   37     117   Martin County, NC                                 2022         8,575        8,190        385      4.5
CN3711900000000   37     119   Mecklenburg County, NC                            2022       652,325      629,232     23,093      3.5
CN3712100000000   37     121   Mitchell County, NC                               2022         6,009        5,756        253      4.2
CN3712300000000   37     123   Montgomery County, NC                             2022        11,238       10,817        421      3.7
CN3712500000000   37     125   Moore County, NC                                  2022        42,080       40,521      1,559      3.7
CN3712700000000   37     127   Nash County, NC                                   2022        42,205       40,066      2,139      5.1
CN3712900000000   37     129   New Hanover County, NC                            2022       129,832      125,541      4,291      3.3
CN3713100000000   37     131   Northampton County, NC                            2022         7,236        6,879        357      4.9
CN3713300000000   37     133   Onslow County, NC                                 2022        68,184       65,247      2,937      4.3
CN3713500000000   37     135   Orange County, NC                                 2022        81,535       79,042      2,493      3.1
CN3713700000000   37     137   Pamlico County, NC                                2022         5,499        5,297        202      3.7
CN3713900000000   37     139   Pasquotank County, NC                             2022        16,774       16,020        754      4.5
CN3714100000000   37     141   Pender County, NC                                 2022        30,808       29,735      1,073      3.5
CN3714300000000   37     143   Perquimans County, NC                             2022         4,980        4,755        225      4.5
CN3714500000000   37     145   Person County, NC                                 2022        18,824       18,106        718      3.8
CN3714700000000   37     147   Pitt County, NC                                   2022        87,986       84,352      3,634      4.1
CN3714900000000   37     149   Polk County, NC                                   2022         9,379        9,018        361      3.8
CN3715100000000   37     151   Randolph County, NC                               2022        65,267       62,865      2,402      3.7
CN3715300000000   37     153   Richmond County, NC                               2022        16,904       16,039        865      5.1
CN3715500000000   37     155   Robeson County, NC                                2022        48,151       45,476      2,675      5.6
CN3715700000000   37     157   Rockingham County, NC                             2022        39,440       37,781      1,659      4.2
CN3715900000000   37     159   Rowan County, NC                                  2022        67,740       65,262      2,478      3.7
CN3716100000000   37     161   Rutherford County, NC                             2022        24,563       23,378      1,185      4.8
CN3716300000000   37     163   Sampson County, NC                                2022        28,265       27,197      1,068      3.8
CN3716500000000   37     165   Scotland County, NC                               2022        11,164       10,442        722      6.5
CN3716700000000   37     167   Stanly County, NC                                 2022        31,070       30,044      1,026      3.3
CN3716900000000   37     169   Stokes County, NC                                 2022        21,633       20,902        731      3.4
CN3717100000000   37     171   Surry County, NC                                  2022        32,788       31,651      1,137      3.5
CN3717300000000   37     173   Swain County, NC                                  2022         7,156        6,921        235      3.3
CN3717500000000   37     175   Transylvania County, NC                           2022        14,681       14,169        512      3.5
CN3717700000000   37     177   Tyrrell County, NC                                2022         1,309        1,240         69      5.3
CN3717900000000   37     179   Union County, NC                                  2022       130,315      126,174      4,141      3.2
CN3718100000000   37     181   Vance County, NC                                  2022        16,793       15,806        987      5.9
CN3718300000000   37     183   Wake County, NC                                   2022       631,165      611,634     19,531      3.1
CN3718500000000   37     185   Warren County, NC                                 2022         6,382        5,974        408      6.4
CN3718700000000   37     187   Washington County, NC                             2022         4,350        4,127        223      5.1
CN3718900000000   37     189   Watauga County, NC                                2022        29,336       28,374        962      3.3
CN3719100000000   37     191   Wayne County, NC                                  2022        50,846       48,770      2,076      4.1
CN3719300000000   37     193   Wilkes County, NC                                 2022        26,962       25,910      1,052      3.9
CN3719500000000   37     195   Wilson County, NC                                 2022        33,678       31,933      1,745      5.2
CN3719700000000   37     197   Yadkin County, NC                                 2022        17,614       17,019        595      3.4
CN3719900000000   37     199   Yancey County, NC                                 2022         8,262        7,965        297      3.6
CN3800100000000   38     001   Adams County, ND                                  2022           950          931         19      2.0
CN3800300000000   38     003   Barnes County, ND                                 2022         5,273        5,162        111      2.1
CN3800500000000   38     005   Benson County, ND                                 2022         2,325        2,260         65      2.8
CN3800700000000   38     007   Billings County, ND                               2022           456          448          8      1.8
CN3800900000000   38     009   Bottineau County, ND                              2022         2,995        2,909         86      2.9
CN3801100000000   38     011   Bowman County, ND                                 2022         1,556        1,531         25      1.6
CN3801300000000   38     013   Burke County, ND                                  2022         1,048        1,028         20      1.9
CN3801500000000   38     015   Burleigh County, ND                               2022        52,147       51,178        969      1.9
CN3801700000000   38     017   Cass County, ND                                   2022       109,988      108,126      1,862      1.7
CN3801900000000   38     019   Cavalier County, ND                               2022         1,842        1,799         43      2.3
CN3802100000000   38     021   Dickey County, ND                                 2022         2,236        2,199         37      1.7
CN3802300000000   38     023   Divide County, ND                                 2022         1,430        1,412         18      1.3
CN3802500000000   38     025   Dunn County, ND                                   2022         3,188        3,146         42      1.3
CN3802700000000   38     027   Eddy County, ND                                   2022         1,193        1,160         33      2.8
CN3802900000000   38     029   Emmons County, ND                                 2022         1,450        1,391         59      4.1
CN3803100000000   38     031   Foster County, ND                                 2022         1,524        1,493         31      2.0
CN3803300000000   38     033   Golden Valley County, ND                          2022           849          835         14      1.6
CN3803500000000   38     035   Grand Forks County, ND                            2022        37,592       36,911        681      1.8
CN3803700000000   38     037   Grant County, ND                                  2022         1,217        1,194         23      1.9
CN3803900000000   38     039   Griggs County, ND                                 2022         1,013          993         20      2.0
CN3804100000000   38     041   Hettinger County, ND                              2022         1,389        1,366         23      1.7
CN3804300000000   38     043   Kidder County, ND                                 2022         1,317        1,267         50      3.8
CN3804500000000   38     045   LaMoure County, ND                                2022         2,098        2,061         37      1.8
CN3804700000000   38     047   Logan County, ND                                  2022           866          848         18      2.1
CN3804900000000   38     049   McHenry County, ND                                2022         3,113        3,016         97      3.1
CN3805100000000   38     051   McIntosh County, ND                               2022         1,062        1,040         22      2.1
CN3805300000000   38     053   McKenzie County, ND                               2022         9,099        8,932        167      1.8
CN3805500000000   38     055   McLean County, ND                                 2022         4,757        4,616        141      3.0
CN3805700000000   38     057   Mercer County, ND                                 2022         3,632        3,519        113      3.1
CN3805900000000   38     059   Morton County, ND                                 2022        17,156       16,750        406      2.4
CN3806100000000   38     061   Mountrail County, ND                              2022         6,438        6,344         94      1.5
CN3806300000000   38     063   Nelson County, ND                                 2022         1,457        1,416         41      2.8
CN3806500000000   38     065   Oliver County, ND                                 2022           884          856         28      3.2
CN3806700000000   38     067   Pembina County, ND                                2022         3,237        3,132        105      3.2
CN3806900000000   38     069   Pierce County, ND                                 2022         1,692        1,651         41      2.4
CN3807100000000   38     071   Ramsey County, ND                                 2022         5,679        5,557        122      2.1
CN3807300000000   38     073   Ransom County, ND                                 2022         2,661        2,617         44      1.7
CN3807500000000   38     075   Renville County, ND                               2022         1,215        1,192         23      1.9
CN3807700000000   38     077   Richland County, ND                               2022         8,810        8,649        161      1.8
CN3807900000000   38     079   Rolette County, ND                                2022         4,735        4,432        303      6.4
CN3808100000000   38     081   Sargent County, ND                                2022         2,300        2,262         38      1.7
CN3808300000000   38     083   Sheridan County, ND                               2022           654          637         17      2.6
CN3808500000000   38     085   Sioux County, ND                                  2022         1,225        1,195         30      2.4
CN3808700000000   38     087   Slope County, ND                                  2022           339          331          8      2.4
CN3808900000000   38     089   Stark County, ND                                  2022        18,014       17,686        328      1.8
CN3809100000000   38     091   Steele County, ND                                 2022           946          928         18      1.9
CN3809300000000   38     093   Stutsman County, ND                               2022        10,614       10,405        209      2.0
